words,sentiment_coeff
100_zadowolenia,1.0721714995841038
doskonale,1.0199439922871714
dostepny,-0.9697319045994357
ktorych,-0.9568652262007504
jeszcze_skorzystam,0.9811481145847185
o_statusie,0.9178893392660324
pod_kazdym,0.9984192822859684
kupowalam,0.9134361296007453
opinia,0.9475267484435276
zl,-1.017583221531119
ktorego,-0.9928809683341726
wszystko_poszlo,-0.9440635050507057
innych,0.9499870383357207
klient,-0.959840948141029
pelna_informacja,0.9774430340046598
juz_kilka,0.9314305601584779
magazynie,-1.0464212212767414
strony,-0.9626942687106896
strona,0.9734814204002722
natomiast,-1.0404479682307783
najlepsze,0.9746300161028577
wysoka_jakosc,1.0842556942980857
uwag,0.9656563254167067
jedna,-0.9934469296145182
nich,-1.018313835427801
ani,-1.0066113822234248
je,-0.9910021673050579
opinie,-0.9480463806758462
robie,0.9370258749248672
po_zlozeniu,-0.9744241214273047
pelny_profesjonalizm,1.0814876268729143
dobrze_zaopatrzony,1.07724681319083
czas_oczekiwania,-0.9571220421478628
kurierem,-1.0075170146447974
pomoc,-0.9768294343388626
pierwsza_klasa,1.0146527798216507
generalnie,-0.9752061578834799
godna_polecenia,1.0512722331813797
tania,0.9889527190531762
ta,-1.0402729759423528
doskonaly,1.0667913020699638
czwartek,-0.9943045076097822
zakupiony,-0.9667727198765508
mysle_ze,0.9355858711342636
zero_problemow,0.9889330312455851
wzorowo,0.9896977080622468
platnosci,-0.9398689612523102
najlepsza,0.9666396424242923
sama_przyjemnosc,1.0258421689766286
przypadku,-0.9737717553316819
netpunkcie,-0.9690881038654842
przyszla,-0.9993346110033012
terminowa,1.0545727415157504
moje_pierwsze,0.9249959291221542
wyslane,-0.9668690135264926
moj,-0.9867759935599619
fajnie,-0.9651017818964982
obsludze,0.9958677122334927
wlasnie,-0.9784834013101613
idealnym_stanie,0.9323185063424893
mozliwosc,-0.9384863717447683
wyslany,-0.9927532064901806
sprzetu,-1.0203887725543765
pl,0.9446524582005299
osobiscie,-0.9456426178133837
bezproblemowe,0.9968091580069308
przed,-1.0221710258164145
sms,-0.963219331446421
po_zamowieniu,-0.960332328374679
od_razu,-1.0500616851342341
jako,-1.019772069759853
zamowionego_towaru,0.9409558274946228
innych_sklepach,-0.9405509302084891
najwyzszej_jakosci,1.0582519586892543
prezent,-1.0021112045410123
3_dni,-0.997916943365083
reklamacji,-1.0441159950882737
dostepne,-0.928222663690047
srode,-0.9836868516003289
perfekcyjnie,1.00525457591137
kupic,-0.9641626050142609
firmy,-1.0088712290301332
szkoda_tylko,-0.9609024303886322
taka,-1.018749972457347
jesli_chodzi,0.9379363985226746
odebralem,-0.9959895699482103
tego_samego,-0.9828220033397269
online,0.9602884524503714
panstwa,-0.9395195813652358
pewnoscia,0.962013694570013
tej_apteki,0.9368445576954463
towary,0.9285896612279999
moja,-1.0130496333334347
regularnie,0.9555864768638224
taniej_niz,0.9312038355753766
az,-0.996226930974005
24h,-0.9739084946812863
dobrze_zabezpieczone,0.9527565364308039
infolinii,-1.0333535443381991
godne_polecenia,1.0815668148544306
obslugi_klienta,-0.9538844317745235
dniu,-1.0109972278278208
dlugo,-0.9930259436413869
sobote,-0.9803725037057376
dzieki,0.9675698524956258
realizuje,0.9523900303715069
cala_transakcja,0.9321316722447253
szybciej_niz,-0.9433404712162755
nikt,-1.0720539886051534
statusie,0.9208506340085356
transakcje,0.9539390543451343
siebie,-0.9394637409728889
internecie,0.9423145767725665
chetnie,0.9804685423807327
atrakcyjnych_cenach,1.0061944392426736
ksiazka,-0.9645166236027803
solidna_firma,1.0398514079319106
kazdy,-0.9462121262633146
sprawne,0.9919706326526841
cene,-0.9512892738316091
ktorej,-0.9997981979295063
dwa_dni,-0.9935874000081978
komunikacja,0.9572183061145842
wysylke,-0.9755632804353429
przebiega,0.9485139066423158
przesylce,-0.9508883109834296
moj_zakup,0.9270550258331267
bezpiecznie,0.9948980759084122
posiada,0.9543665986448389
prawie,-1.0167239468789033
uprzejma,0.9795240722324416
wspolpraca,1.0042813325673579
6,-0.9818695588615961
buciki,0.9341796338848823
szkla_com,0.9424396226193629
telefon,-1.0868429547279517
tak_trzymac,1.035904586381984
nastepny_dzien,-0.9685837600997858
tydzien,-1.0356615878955333
minus,-0.9968310912342397
przeprowadzona_transakcja,1.042754065465611
szczegolnie,0.9856126295136709
pieniedzy,-1.0044901025181852
rano,-0.9595740943629998
ostatnio,-0.9521569353378957
sieci,0.9678177634855382
jednym_slowem,1.0170080886434878
prawidlowo,-0.9620508385405067
ocena,-0.9520725712373656
rozmiar,-0.9682969158269962
niedziele,-0.9616399633950292
gemini,0.9536064511879452
artykulow,1.0076710613375683
sympatyczna,1.0054668448440829
lecz,-1.0742312640744653
wyboru,0.9556792214547706
wyslana,-0.9762480465266693
polsce,0.9632933724274112
cen,0.962034299251285
nadal,-0.9935624484878083
ladne,0.9739929956850358
odbioru_osobistego,-0.9462134339080935
gratisy,0.9574059261350047
pieniadze,-1.0188093270121494
czego_chciec,0.9641805004254516
mailowy,0.9642551366462725
sklepu_internetowego,0.934893288100792
moj_ulubiony,0.9897448264622825
salonie,-0.9292355483280781
czekam,-1.0198265029197568
wzorowa,1.0282686504820537
korzystac,0.9418618374597566
ze_zwrotem,-0.9376591230209786
warszawie,-0.9691621073198102
mam_nadzieje,-0.9606747094233006
przejrzysta_strona,1.0242967633224187
odpowiedzi,-1.0209108044574686
znalazlam,0.9321120922047712
odebrac,-0.9929747333861862
promocji,-0.9483815273992788
taniej,-0.9353970878354461
opis,0.969363785011864
niskie,0.9646263385318813
4,-1.0201512794092549
albo,-1.0674881065442194
oby_tak,0.9614714777967757
szeroka_oferta,1.0866733472130718
tu_wroce,0.984868688539725
transakcja_przeprowadzona,1.0162591227400142
chce,-1.00564935341206
idealny,1.0124243814451692
od_zlozenia,-0.9469865474906087
reakcja,-0.9534451387188376
przyjemna,1.051513742527046
od_dawna,0.9620309056920935
sklepem,0.9344955841627975
strona_internetowa,0.9888972765538384
wspanialy,1.0645555565789038
jezeli,-0.9951356114247006
czekalam,-0.9872791863672506
zwlaszcza,0.9547756024055091
pozniej,-1.078440438269977
przystepnych_cenach,1.0441286570684911
niska_cena,1.0024706202507125
dostarczono,-0.9850021665239912
telefoniczna,0.9518704296258219
razy,-0.9284773330291253
dzis,-1.029320109355081
jakosc_obslugi,0.9704195255537195
kilka,-0.9679996239521624
czekac,-1.0218977965547924
niego,-0.9890065876393361
dniach,-0.9794343848314757
tani,1.002171369457091
stala_klientka,0.9782489156496496
kilka_razy,-0.9283082288286143
pierwsze,-0.945687740940278
paczkomacie,-0.9424899851750135
iz,-1.0344525565691933
telefoniczny,0.9595682786563486
wielki_pozytyw,1.0428044911016734
jeszcze_nigdy,0.9125471171783104
lepiej,-0.9927174802549288
bez_problemowo,0.9849559608237854
ta_apteke,0.9794143017676713
latwa,1.0243169309814188
do_odebrania,-0.9485095416244246
sprzedazy,-0.9492264955219945
zwrot_pieniedzy,-1.0102066779387884
konto,-0.9850396541962527
zostal,-1.0246111665447908
sklepie_stacjonarnym,-0.9298500836982664
rtv_euro,0.937674570798594
sklepow,0.9553532321863141
odbiorem,-0.9451365168793613
dotarly,-0.948300862429681
latwe,1.0014514048551542
szybkosci_realizacji,0.9322841824032136
moim,-0.9741425648397324
internetowym,0.9478649194752982
robic_zakupy,0.98067404942191
uslug_tego,0.9428865747634742
miejsce,-0.952512299910339
paczce,-0.9919314692512706
mily,0.9657535782877664
wszystkie_produkty,0.9208112557660139
niej,-0.9381376218471841
stronie_internetowej,-0.9591095459604178
uwagi,-0.9767433197225667
e_mail,-0.9710977891364586
szybciej,-0.9703676349373906
bede_korzystac,0.9662740296212083
zabezpieczony,0.953999539030561
punkt_odbioru,-0.9476797206542412
zamowienie_zlozone,-0.946699886324558
zamawiac,-0.9328387187409901
przyszedl,-1.0379704137533248
godzin,-0.9716435418238809
ofercie,-0.9570699619453766
dlugi_czas,-0.9830433967795456
sprawa,-1.013768068796918
e,0.974773715589727
czesc,-1.0357248543396511
malo,-1.0324419976632944
kolejne_udane,1.0097165998374225
od_reki,-0.9608523852283146
ekspresowym_tempie,0.9425668883378401
wspaniala,1.0673735451299977
tyle,-1.0451637797915367
szczescie,-1.0922970123971911
robilam_zakupy,0.9373577334832152
kazdym,-0.9371923403995519
najlepsza_apteka,0.9939531354607885
wszystkich,0.9779789632346922
mail,-0.9970746388534113
maile,-0.9788061979322937
wszytko,0.9581140418337575
nowy,-1.0424788995142933
ogromna_przyjemnoscia,1.0035856977917985
krakowie,-0.9593855116483453
praktycznie,-0.9471600015332211
tanie,0.9852151606669886
zabezpieczone,0.9387865128303814
zdjec,0.9690235824464667
uwazam_ze,-0.9685413419246521
mial,-1.0560714665095805
opakowania,-1.011827755993618
termin,-0.9878238081239901
najnizsze_ceny,0.9776213755912319
podejscie_do,0.9625793617225201
wiele_razy,0.9405992861421851
szybkosci,0.9268441848392429
apteka_internetowa,0.9884025772835482
jaki,-0.9742143155053671
oryginalny,0.9883462905670891
kolejny_udany,1.0039382301321949
poziom_obslugi,-0.9410101065447516
jestem_stalym,0.9594959276687225
wielokrotnie,0.9270862941862933
kilka_dni,-1.0075668377593934
waznosci,-0.9395240596552359
czeka,-0.9921810653661757
atrakcyjna_cena,1.0051745454570795
dobrym_stanie,0.9243969992148577
dotarlo,-0.9665720591480452
wrecz,0.9622184719851226
przystepnej_cenie,1.0321357657940837
nizsze_niz,0.94519384012663
korzystalem,0.9354748678040288
pierwszy_zakup,0.933424420033185
caly_czas,-0.9441636473068603
brawo,0.9631425893905625
dostarczenia,-0.947704056828014
przed_swietami,-0.9704080162253428
oferuje,0.9550909945651811
jednym,-0.9687577603948895
przejrzysta,1.004559096629186
bardziej,0.9546287013180726
najtaniej,0.9381241976637312
mall,-0.9587239093515519
bonito,0.9559683927644251
terminem,-0.9487616103612888
zrobilam,-0.9269414820559643
telefonicznie,-1.0096981172701844
pod_wrazeniem,0.9367819700806151
klientka,0.9470949252028728
fajna,1.0033819911556314
krotki_czas,0.9828288731634576
u_was,0.9348385420648025
ksiegarni,0.9137031920818821
moim_przypadku,-1.0070097802506854
ksiazke,-0.9765962032013537
napewno,0.9496303111072666
najbardziej,0.9563892519272803
bez_jakichkolwiek,0.9630358049761709
zadowolenie,1.0109847024896301
zlecenia,0.9435174270918498
od_dluzszego,0.9481843926216674
innych_aptekach,0.9187692115337155
inne,-1.008832263345731
kolejna,-0.9993146259539283
sklepach,0.9356523283351434
konkretna,0.990266804400414
dostepnosc,0.9490213265515899
waszym_sklepie,0.9713129088707307
udana_transakcja,1.0522894649088284
aptece_melissa,0.9756632828783582
przy_zamowieniu,-0.987328993381836
wiarygodny,1.0284714334236655
tych,-0.9870878875956269
pracy,-1.0158760398736129
wymiana,-0.9889305288155386
zwroty,0.9485565840678377
podczas,-1.0067047468654984
jestem_zachwycona,0.9673232225618069
od_wielu,0.9511260293798246
usluga,0.9842584567734763
sie_zgadza,0.9369166672419937
oczekiwaniem,0.9875516482078791
zakupy_przebiegly,0.9773373233588146
serwis,-0.9748397173482662
p,-0.9804679999746144
duza,0.984798699739265
bez_zbednych,0.9528225789663237
pod,-0.9946737864860038
dwa,-0.9980811981710359
rzetelna_firma,1.0340686488868407
itp,-1.0131926423087751
cenach,0.9837694312901776
przemila,1.0084288109746946
zero,-0.9894592928909737
czasami,-0.948061711975342
sprawie,-0.9960048146803191
robilam,0.9164610366170118
zostala,-1.0294251239614574
reklamacja,-1.0337018360107277
znalezc,-0.9423874004986446
za_darmo,-0.957266918282809
wielu,0.9572153262644129
czytelna,0.9955405841721964
wazne,-0.9344791893001174
bylem,-0.9667067254419922
u_konkurencji,-0.9364092496152061
inny,-1.0592760825096403
mozliwosci,-0.9465298216876732
odbiorze,-0.9677821456197225
znowu,-1.0124425292086214
zabezpieczona,0.9451747365130567
reszta,-1.0668572244480017
opcja,-0.9589935637183825
